AK_c_Keq;AK_c_KmADP;AK_c_KmAMP;AK_c_KmATP;AK_c_Vmax;AK_c_k1;AK_c_k2;AK_g_Keq;AK_g_KmADP;AK_g_KmAMP;AK_g_KmATP;AK_g_Vmax;AK_g_k1;AK_g_k2;ALD_g_Keq;ALD_g_KiADP;ALD_g_KiAMP;ALD_g_KiATP;ALD_g_KiGA3P;ALD_g_KmDHAP;ALD_g_KmFru16BP;ALD_g_KmGA3P;ALD_g_Vmax;ATPu_c_k;ENO_c_Keq;ENO_c_Km2PGA;ENO_c_KmPEP;ENO_c_Vmax;G3PDH_g_Keq;G3PDH_g_KmDHAP;G3PDH_g_KmGly3P;G3PDH_g_KmNAD;G3PDH_g_KmNADH;G3PDH_g_Vmax;G6PDH_c_Keq;G6PDH_c_Km6PGL;G6PDH_c_KmGlc6P;G6PDH_c_KmNADP;G6PDH_c_KmNADPH;G6PDH_c_Vmax;G6PDH_g_Keq;G6PDH_g_Km6PGL;G6PDH_g_KmGlc6P;G6PDH_g_KmNADP;G6PDH_g_KmNADPH;G6PDH_g_Vmax;G6PP_c_Keq;G6PP_c_KmGlc;G6PP_c_KmGlc6P;G6PP_c_Vmax;GAPDH_g_Keq;GAPDH_g_Km13BPGA;GAPDH_g_KmGA3P;GAPDH_g_KmNAD;GAPDH_g_KmNADH;GAPDH_g_KmPi;GAPDH_g_Vmax;GAPDH_g_Vrmax;GDA_g_k;GK_g_Keq;GK_g_KmADP;GK_g_KmATP;GK_g_KmGly;GK_g_KmGly3P;GK_g_Vmax;GPO_c_KmGly3P;GPO_c_Vmax;GlcT_c_KmGlc;GlcT_c_Vmax;GlcT_c_alpha;GlcT_g_k;HXK_c_Keq;HXK_c_KmADP;HXK_c_KmATP;HXK_c_KmGlc;HXK_c_KmGlc6P;HXK_c_Vmax;HXK_c_Vmaxpc;HXK_g_Keq;HXK_g_KmADP;HXK_g_KmATP;HXK_g_KmGlc;HXK_g_KmGlc6P;HXK_g_Vmax;PFK_g_Keq;PFK_g_Ki1;PFK_g_Ki2;PFK_g_KmADP;PFK_g_KmATP;PFK_g_KmFru6P;PFK_g_KsATP;PFK_g_Vmax;PGAM_c_Keq;PGAM_c_Km2PGA;PGAM_c_Km3PGA;PGAM_c_Vmax;PGI_g_Keq;PGI_g_Ki6PG;PGI_g_KmFru6P;PGI_g_KmGlc6P;PGI_g_Vmax;PGI_g_Vrmax;PGK_g_Keq;PGK_g_Km13BPGA;PGK_g_Km3PGA;PGK_g_KmADP;PGK_g_KmATP;PGK_g_Vmax;PGK_g_Vrmax;PGL_c_Keq;PGL_c_Km6PG;PGL_c_Km6PGL;PGL_c_Vmax;PGL_c_k;PGL_g_Keq;PGL_g_Km6PG;PGL_g_Km6PGL;PGL_g_Vmax;PGL_g_k;PPI_c_Keq;PPI_c_KmRib5P;PPI_c_KmRul5P;PPI_c_Vmax;PPI_g_Keq;PPI_g_KmRib5P;PPI_g_KmRul5P;PPI_g_Vmax;PYK_c_Keq;PYK_c_KiADP;PYK_c_KiATP;PYK_c_KmADP;PYK_c_KmATP;PYK_c_KmPEP;PYK_c_KmPyr;PYK_c_Vmax;PYK_c_n;PyrT_c_KmPyr;PyrT_c_Vmax;RK_g_Keq;RK_g_KmADP;RK_g_KmATP;RK_g_KmRib;RK_g_KmRib5P;RK_g_Vmax;RK_g_Vrmax;TPI_g_Keq;TPI_g_KmDHAP;TPI_g_KmGA3P;TPI_g_Vmax;TPI_g_Vrmax;TR_c_Keq;TR_c_KmNADP;TR_c_KmNADPH;TR_c_KmTS2;TR_c_KmTSH2;TR_c_Vmax;_3PGAT_g_k;_6PGDH_c_Keq;_6PGDH_c_Km6PG;_6PGDH_c_KmNADP;_6PGDH_c_KmNADPH;_6PGDH_c_KmRul5P;_6PGDH_c_Vmax;_6PGDH_g_Keq;_6PGDH_g_Km6PG;_6PGDH_g_KmNADP;_6PGDH_g_KmNADPH;_6PGDH_g_KmRul5P;_6PGDH_g_Vmax;GAPDH_g_inhib
0.482269;0.41024;1.37932;0.22744;1694.28;1925.71;3993.01;0.479173;0.137474;1.74769;0.129702;0.180901;34810.1;72646.1;0.0898384;1.06863;2.78474;1.12388;0.107227;0.0155894;0.00935377;0.0607245;503.552;26.0235;3.43017;0.0491414;0.207578;563.984;15334.4;0.102056;1.78493;0.391339;0.0123178;443.869;3.5591;0.0373634;0.0565399;0.00945814;0.000107959;7.05087;2.63006;0.0412505;0.0557915;0.00917686;0.00010219;7.05087;268.952;3.46457;4.41055;8.87189;0.0637032;0.0819939;0.156897;0.420363;0.0142852;0.795495;1886.11;531.127;359.995;0.000815586;0.562651;0.220868;0.485877;4.31779;202.084;1.75876;358.369;0.971525;112.482;0.73737;23434.3;664.645;0.129529;0.119677;0.0921212;18.9117;200.005;0.0958443;639.689;0.127458;0.121287;0.10261;11.9845;1886.76;946.276;13.0906;7.89314;1.56605;0.0728645;1.17928;0.0333551;1610.65;0.186667;0.182569;0.160199;208.521;0.423294;0.156801;0.114535;0.348233;1491.27;1170.44;3535.96;0.000148878;3.59384;0.0223879;0.20499;2742.76;1476.93;18525.2;0.0635412;0.0406563;22.3556;0.0557482;24896.3;0.0219382;0.0525046;3.94511;0.0522287;6.86186;3.76837;1.37263;83.4863;5.71572;4.51891;1.65737;83.4863;7766.2;0.948125;0.639403;0.105193;19.9084;0.297896;25.5131;1266.27;2.91447;1.8622;207.478;0.0136597;0.283178;0.20813;0.511447;0.430303;25.0528;1602.2;0.0428177;1.19924;0.211177;1403.22;5770.89;373.082;0.0796606;0.000785663;0.00782575;0.0050922;234.104;841.067;50.204;0.00305562;0.000839924;0.000586097;0.0292949;13.127;32.6897;0.00370345;0.00100325;0.000661077;0.0406607;13.127;2.71419
0.483553;0.308296;0.75213;0.419615;100.385;81.6202;168.793;0.461485;0.218923;2.76215;0.172424;12.9839;10071.4;21824;0.0713869;1.30681;4.32588;0.709375;0.0881987;0.0158319;0.0100686;0.0658023;564.858;56.3031;4.63502;0.0603676;0.170059;599.893;16541.2;0.091921;1.98005;0.531771;0.00867628;472.553;12.6355;0.0356356;0.0579922;0.00975431;0.000106775;8.46448;6.52912;0.0408658;0.0579331;0.00872405;0.00010602;8.46448;233.796;5.06557;4.65291;31.7164;0.0545792;0.155581;0.149133;0.438049;0.0203267;1.87836;1020.14;913.955;131.793;0.000911418;0.535795;0.197319;0.414821;3.4638;167.243;1.77135;356.346;1.01797;153.496;0.635416;19335.6;746.812;0.128999;0.128587;0.100803;10.9936;203.469;0.0998242;725.861;0.102027;0.117609;0.105352;13.1434;1834.81;850.923;20.7038;10.7653;0.203591;0.0745462;0.984114;0.0506218;1630.92;0.155474;0.17091;0.166904;223.655;0.477709;0.154719;0.118515;0.351615;1842.73;1313.32;3190.95;0.0118361;0.857049;0.0261851;0.45858;4041.89;1333.48;25226.4;0.0189886;0.0478025;23.9935;0.0593179;25097.7;0.0167271;0.0486972;4.23414;0.0618785;6.23138;3.68616;1.24227;59.8237;4.69387;4.14454;1.43146;59.8237;12681.7;0.640403;0.53469;0.112558;15.7093;0.395701;63.295;1017.21;2.53726;1.67932;252.848;0.0117663;0.197495;0.20503;0.449486;0.430995;18.26;1680.22;0.0453063;1.23352;0.273436;1236.89;6051.74;571.589;0.0727077;0.000748179;0.00799548;0.00154021;250.058;10314.4;42.7307;0.00330757;0.00118613;0.000603925;0.0362233;13.5992;35.0771;0.00357558;0.000977039;0.000494136;0.029842;13.5992;4.79184
0.484661;0.0374797;1.97856;0.0874182;30.6837;3918.45;8084.93;0.489497;0.217464;4.48085;0.208903;4309.5;11463.8;23419.5;0.114912;2.00953;3.43767;0.908026;0.131549;0.0124843;0.00953221;0.0720769;551.696;56.8871;3.92197;0.0558969;0.240828;610.593;20578;0.0989647;1.95847;0.412201;0.00976494;465.078;7.80612;0.0512437;0.059428;0.00946919;0.000100878;8.60153;1.28745;0.0357738;0.0583535;0.00938037;0.00010597;8.60153;287.937;3.52941;3.86571;38.211;0.0514068;0.103197;0.129389;0.463223;0.0205742;0.217631;676.204;470.681;1772.66;0.000867013;0.571099;0.297874;0.470202;4.10147;198.167;1.67686;360.826;1.14013;117.614;0.813978;207556;590.524;0.115276;0.134372;0.121924;17.0608;92.474;0.0475784;854.246;0.117736;0.0902509;0.0791607;11.9575;1851.14;1129;16.9241;9.32176;0.424677;0.0660633;1.02631;0.0363111;2110.96;0.182613;0.125263;0.149978;310.401;0.432393;0.137224;0.126116;0.322075;1467.39;1342.28;3488.48;0.000130625;0.970136;0.23007;0.246496;2598.41;1318.5;20054.3;0.0193291;0.0445317;25.8784;0.0519903;18243.5;0.0324716;0.0493874;4.56678;0.0628633;7.47364;4.18187;1.19171;76.4852;4.76205;4.35783;1.45775;76.4852;11486.8;0.585464;0.57451;0.107934;14.9912;0.273833;26.6735;1385.17;2.45542;1.75951;239.284;0.00961921;0.261371;0.238366;0.623985;0.38394;2.22743;343.213;0.0426565;1.23648;0.267762;1080.24;5483.97;466.413;0.0461997;0.000770717;0.00712898;0.000867755;203.305;29.2683;40.2432;0.00374005;0.00114948;0.000627755;0.0360414;11.1458;49.4582;0.00308555;0.000860366;0.000632683;0.0312085;11.1458;2.87251
0.462578;0.422285;7.21201;0.223112;14.0833;66.6126;144.003;0.470624;0.629778;8.52361;0.107168;8.66728;539.554;1146.46;0.0882633;1.60867;2.61016;0.705992;0.0705465;0.0167283;0.00867444;0.0651004;501.215;37.8668;4.00207;0.052642;0.25412;632.448;17296.9;0.106796;1.81499;0.394677;0.0112294;452.577;2.41196;0.0387678;0.0589219;0.00947954;8.95E-05;7.43183;8.54747;0.0495087;0.0598548;0.00947677;0.000103799;7.43183;328.205;3.73495;5.78042;34.3634;0.0980137;0.0924461;0.144891;0.534961;0.0181007;0.345834;1963.66;436.883;9350.1;0.000865852;0.570423;0.314486;0.521086;4.27879;216.63;1.62774;366.662;1.1369;125.196;0.786926;3.23E+06;596.506;0.119182;0.14195;0.110902;12.689;144.01;0.069352;843.836;0.133315;0.115046;0.0881865;11.1653;1932.5;870.069;12.7618;13.4942;3.41984;0.0661096;0.879614;0.0366054;1548.75;0.166589;0.156541;0.146602;212.556;0.454434;0.198811;0.131207;0.45991;2390.98;1516.19;3396.89;0.00288672;1.85605;0.280846;0.409186;2705.21;1492.37;23907.7;0.00758036;0.0532318;24.9243;0.0543659;20420.3;0.0709809;0.0452769;4.39841;0.052998;5.30795;3.87547;1.39836;68.1776;5.26069;4.23581;1.34532;68.1776;9723.66;0.49621;0.698961;0.111308;15.4576;0.31191;23.1029;1365.23;2.41735;1.86118;231.484;0.0105407;0.201523;0.212057;0.508525;0.405964;6.05257;756.875;0.0452608;1.18242;0.261366;1133.97;5538.07;382.856;0.0470468;0.000784709;0.00703752;0.00110185;241.847;13591.8;45.2413;0.00395033;0.00103582;0.00060801;0.0239362;9.56363;41.6801;0.00419926;0.00110388;0.000644863;0.0323423;9.56363;2.67621
0.497045;0.490164;1.45257;0.60235;110.741;94.6426;190.411;0.464477;0.170862;1.43896;0.176064;2.19129;206.071;443.663;0.0918638;1.4315;5.33694;0.587215;0.0952786;0.0173053;0.00907799;0.0525667;410.781;69.7182;4.24123;0.0539034;0.240141;638.096;19723.9;0.102247;1.87537;0.396967;0.0100092;481.028;5.41693;0.0387364;0.0560873;0.00926398;9.27E-05;8.94838;9.02547;0.0365741;0.0573315;0.00946027;6.97E-05;8.94838;266.32;5.7601;4.28422;4.82242;0.0502288;0.0780483;0.150618;0.700804;0.0179664;0.437133;2178.06;581.879;9727;0.000827678;0.563726;0.219207;0.468045;4.21032;228.275;1.75378;376.916;0.896165;89.6278;0.678905;770656;971.54;0.135986;0.0951792;0.132684;9.28407;95.0996;0.0528911;777.967;0.126128;0.129157;0.0958448;15.6537;1702.93;913.251;16.7815;10.2854;1.81894;0.0654925;0.82079;0.0406414;1468.6;0.175786;0.197714;0.171816;278.681;0.428665;0.0827077;0.11355;0.456633;2353.7;1379.17;3291.4;0.000117181;1.21577;0.0359932;0.256612;3057.06;1371.75;21966.1;0.0770116;0.0472418;30.9041;0.0525761;16506.3;0.10483;0.0518608;5.45367;0.0526771;5.6869;4.15924;1.69801;96.3632;5.19248;3.77072;1.61181;96.3632;10831.1;0.77005;0.484612;0.100088;14.2134;0.333229;123.518;834.254;2.72909;2.12378;203.227;0.00858066;0.251881;0.274167;0.509613;0.381675;4.5171;765.078;0.0460988;1.11286;0.241841;1254.66;5914.62;489.376;0.0310881;0.000780127;0.00735402;0.000479596;234.034;5245.66;56.4148;0.00357102;0.000992931;0.000498525;0.0287374;13.5782;41.4187;0.00373496;0.00103435;0.000550707;0.0256763;13.5782;3.4349
0.469076;0.175362;9.13551;0.113245;19.1942;997.839;2127.24;0.494954;0.948125;1.7007;0.314568;198.67;539.399;1089.8;0.133391;1.46206;3.3504;1.04588;0.0784012;0.017087;0.00887885;0.0790838;491.178;49.3632;5.54535;0.0431793;0.256659;607.687;16677.3;0.0870734;1.59277;0.309927;0.0100722;416.475;8.54627;0.046651;0.056849;0.00920913;9.94E-05;8.2194;5.10515;0.031611;0.0579973;0.00935834;9.32E-05;8.2194;202.356;5.42062;7.95407;39.7368;0.0611102;0.136447;0.202011;0.461794;0.0279276;0.812352;883.624;596.61;119.748;0.000816787;0.561832;0.187722;0.484405;4.0905;243.93;1.61176;373.009;1.04008;87.337;0.79661;185841;762.293;0.130397;0.127427;0.0891834;10.3535;128.245;0.0654785;598.966;0.133294;0.123589;0.102929;12.3541;1830.34;1110.21;16.963;11.568;0.278367;0.0586381;1.02967;0.0306783;1788.73;0.187668;0.178093;0.145733;187.113;0.522801;0.178791;0.113436;0.398473;2197.85;1208.87;3366.73;0.00186702;1.04433;0.240304;0.303946;2552.38;1749.64;23196.9;0.122309;0.0490979;30.9023;0.0547152;18033.9;0.0776492;0.0486264;5.45335;0.0604589;5.16535;4.33559;1.20586;100.544;6.12852;4.91615;1.61251;100.544;10613.2;0.636951;0.646237;0.106108;14.8692;0.322235;61.977;991.217;2.88616;1.74267;231.9;0.013113;0.260872;0.179002;0.482318;0.374741;15.4654;1041.58;0.0459537;1.18634;0.241675;1322.71;5863.6;474.993;0.421041;0.000775898;0.0082049;0.00555319;235.6;7356.61;51.9442;0.00278198;0.00121992;0.000585035;0.0287884;13.9914;43.4084;0.00394112;0.000960915;0.000492352;0.0263666;13.9914;3.49218
0.514578;0.483457;4.76063;0.248699;204.07;10369.4;20151.2;0.485069;0.234452;7.94465;0.0773483;754.982;1427.73;2943.36;0.0850192;1.76144;2.89847;0.916993;0.0670623;0.0171362;0.00906059;0.0757554;455.964;47.1491;4.31052;0.0461159;0.288583;593.276;14550.6;0.0926736;2.02103;0.441544;0.00898664;447.686;9.61276;0.0372676;0.058897;0.00954222;0.000108786;7.47347;5.94505;0.0374806;0.0579171;0.00940217;8.50E-05;7.47347;182.464;4.16956;5.32779;19.1129;0.046967;0.101939;0.126035;0.65211;0.0251262;0.390268;543.339;364.164;119.367;0.000822422;0.552808;0.31633;0.530757;3.32108;180.367;1.67666;356.203;1.1086;122.207;0.818532;16953;679.021;0.119889;0.0967134;0.11107;12.4576;173.227;0.0881172;689.032;0.0892965;0.134662;0.10584;9.29678;1792.64;869.862;19.0066;10.5266;0.496514;0.0685226;0.923577;0.031522;1550.86;0.169473;0.12097;0.164442;162.779;0.468814;0.172413;0.132955;0.329067;1493.65;1300.27;3373.18;0.00227355;2.10425;0.0874456;0.255218;2588.61;1184.79;14239.6;0.159071;0.0558133;24.9067;0.0590273;21339.5;1.29744;0.0542206;4.3953;0.0518203;6.59595;4.04428;1.45237;52.8806;5.29234;3.20774;1.49693;52.8806;10585.4;0.694015;0.689174;0.117991;14.1114;0.298395;31.2828;962.52;2.46852;1.88258;232.383;0.0105726;0.241437;0.239215;0.66134;0.437803;5.62753;796.644;0.046716;1.24679;0.246055;1355.93;5728.09;472.728;0.137474;0.000790216;0.0066577;0.000379363;266.622;26196.3;38.733;0.00423987;0.00108711;0.000518639;0.0335008;10.5539;43.9064;0.00304599;0.000892634;0.000554448;0.0258695;10.5539;2.49771
0.468944;0.513512;1.83719;0.0637323;50.1297;1433.28;3056.41;0.454617;0.0952514;1.4284;0.12419;877.85;102.414;225.275;0.0711559;1.58761;3.66437;0.758903;0.0977516;0.0141063;0.0102896;0.0732811;466.849;64.7855;6.20834;0.0464164;0.198443;599.709;15184;0.102273;2.2092;0.439145;0.0082077;450.385;13.1702;0.0380036;0.0582602;0.0090883;9.36E-05;8.86182;10.6551;0.0495293;0.0613416;0.00949253;0.000112662;8.86182;240.315;5.15883;4.73447;29.6338;0.0612404;0.0587221;0.124465;0.42673;0.0268232;2.79989;837.389;409.606;156.506;0.000902299;0.565075;0.267144;0.440487;3.09774;164.543;1.69349;364.681;1.02258;163.387;0.799227;107049;859.252;0.144546;0.143055;0.100268;16.5067;178.383;0.0889545;1057.76;0.136063;0.125738;0.109762;13.137;1826.94;795.398;12.0526;13.3461;16.4447;0.0582285;1.06266;0.0350536;1562.22;0.173677;0.131679;0.155357;186.727;0.483947;0.110616;0.118226;0.454087;2312.53;1256.69;3369.18;0.00103339;1.6679;0.471852;0.22415;2705.67;1951.56;19590.5;0.015403;0.0466623;27.9432;0.0573078;26889.7;0.0213528;0.0514254;4.93116;0.0504066;6.7421;3.29266;1.24205;89.9478;5.81301;3.81941;1.48106;89.9478;12088.6;0.71484;0.413902;0.108017;15.4887;0.363399;74.6828;991.178;2.97943;1.88948;233.265;0.00935264;0.258664;0.256768;0.493051;0.480007;8.56674;933.966;0.0448434;1.26171;0.212822;1556.98;5856.5;564.004;0.050005;0.000780942;0.00753176;0.0040047;253.133;1750.52;59.9285;0.00314819;0.000836532;0.000602006;0.0305117;8.85836;49.1874;0.00299309;0.000848888;0.000561463;0.0391028;8.85836;2.4814
0.478582;4.48093;5.8395;0.0269443;282.324;110039;229928;0.454273;0.143667;3.08293;1.66146;0.433088;29745.5;65479.4;0.0829104;1.40669;2.47526;0.717728;0.0856252;0.0139666;0.00862632;0.059341;618.657;29.7147;2.73193;0.0555559;0.269911;618.107;16627;0.102172;2.17553;0.401096;0.00920867;475.816;9.01621;0.0293969;0.0579358;0.0093949;8.31E-05;9.86214;12.1941;0.0413328;0.0598122;0.00944838;0.000132458;9.86214;210.242;4.91122;3.46875;35.569;0.0533914;0.0952851;0.1139;0.598432;0.015978;1.60981;1109.39;468.798;9.0516;0.000804133;0.559814;0.287676;0.492474;3.78221;187.178;1.76129;361.922;0.849828;101.306;0.792762;40200.2;741.405;0.128279;0.109749;0.0983337;10.4558;119.357;0.0620583;939.854;0.102555;0.145273;0.0936444;11.5508;1803.95;1135.97;19.8503;16.0566;3.69973;0.0714091;0.91511;0.0399668;1594.17;0.197286;0.202997;0.160307;224.913;0.452013;0.149373;0.133052;0.365121;1967.47;1602.16;3350.55;0.00130554;1.06667;0.207546;0.292597;3285.51;1414.9;15858.9;0.258272;0.0511103;28.7824;0.0593881;19138.6;0.0347566;0.0456142;5.07925;0.0546517;6.56046;3.84061;1.44368;62.9358;6.26861;2.78465;1.53701;62.9358;13328.4;0.844061;0.518992;0.120887;16.0078;0.393238;58.988;1014.97;2.57499;2.04764;237.912;0.0124552;0.239069;0.253423;0.501344;0.400787;4.39359;467.749;0.0462211;1.23118;0.249104;1305.2;5713.41;444.017;0.0370046;0.000760552;0.00680629;0.000585834;252.362;451.755;56.5844;0.00373115;0.0009245;0.000545106;0.0266071;12.3803;41.4412;0.00339598;0.000958153;0.000653059;0.0289458;12.3803;2.98332
0.480235;0.719725;2.47547;0.283262;2334.38;48.8541;101.73;0.472778;0.735736;4.55633;0.248179;2301.43;23.7878;50.3149;0.121185;1.10754;3.62607;0.74085;0.0763335;0.0141332;0.00848741;0.0705896;350.582;36.4435;4.45742;0.0721087;0.203835;542.708;17450.8;0.0877159;2.56272;0.483509;0.00756396;461.079;9.19947;0.0436809;0.057795;0.00929834;7.10E-05;8.20661;4.45777;0.048389;0.0574503;0.00950864;0.000105682;8.20661;236.823;4.79238;5.36322;31.805;0.078382;0.0867874;0.208622;0.46405;0.0186411;0.57716;2078.15;447.537;14243.4;0.00093785;0.561273;0.215619;0.515994;3.67666;222.239;1.59335;371.366;1.19423;123.649;0.817376;376216;671.588;0.125909;0.103119;0.0962096;13.4111;152.04;0.08123;778.381;0.109972;0.130322;0.079336;10.3941;1719.69;752.841;11.8261;12.3584;0.328297;0.0656353;1.09525;0.0397287;1423.91;0.166727;0.154261;0.156492;243.571;0.408422;0.131839;0.102108;0.35659;1864.3;1320.26;3406.46;0.00123419;1.46706;0.0356769;0.290548;2836.85;1476.23;22458.3;0.0947001;0.0434135;30.7627;0.0495614;26905.8;0.0160628;0.0534334;5.42871;0.0526283;5.58307;3.9834;1.57524;68.0621;5.53796;3.80772;1.39222;68.0621;9977.74;0.775543;0.499746;0.105131;15.571;0.333875;106.518;829.119;2.34731;2.13318;243.114;0.00988317;0.300089;0.282615;0.491732;0.405702;7.97455;921.036;0.0448122;1.15776;0.220292;1320.61;5607.3;513.499;0.277379;0.000768282;0.00615242;0.0126528;319.133;168.665;36.6291;0.00335572;0.00103883;0.000562011;0.0213877;15.28;40.2289;0.0033091;0.000958239;0.000636078;0.0295484;15.28;2.92952
0.491855;1.79739;2.15629;0.499509;184.465;512.623;1042.22;0.470244;0.192297;1.97951;0.108535;0.0706973;1214.15;2581.95;0.082248;1.3165;2.29259;0.548633;0.111829;0.0145111;0.0084283;0.0767279;623.626;32.7251;3.90866;0.047122;0.2283;576.274;15685.7;0.134095;2.26881;0.444319;0.0103841;454.965;3.8712;0.042206;0.056;0.00903632;0.000106035;12.1162;2.87089;0.0390132;0.0586298;0.00946144;0.000102828;12.1162;245.164;4.90135;6.21901;5.49492;0.0694564;0.079475;0.126552;0.582519;0.0176118;2.44263;2212.54;610.941;16411.6;0.000816128;0.575001;0.207075;0.468031;3.031;212.504;1.68933;380.074;1.15206;114.253;0.816304;1.40E+07;821.058;0.156456;0.117717;0.103713;13.8362;67.9868;0.0359095;767.398;0.136971;0.127482;0.107138;14.271;1825.3;852.192;14.7133;11.5072;2.02607;0.06753;1.02866;0.0417984;1680.78;0.175849;0.164631;0.158882;274.688;0.498977;0.149137;0.125101;0.309452;1545.42;1264.73;3391.31;0.0133778;1.48029;0.0610013;0.34537;2772.94;1648.79;26365.1;0.102445;0.0494492;27.5916;0.0591394;25103.4;0.010378;0.0589271;4.8691;0.0529779;7.1281;4.52916;0.97966;62.8339;4.76986;3.78982;1.48623;62.8339;10368.9;0.547413;0.677971;0.121292;15.1344;0.383996;22.2102;995.08;2.52454;2.06951;238.037;0.00964377;0.269423;0.2027;0.545382;0.455079;37.2444;3482.15;0.0487124;1.28828;0.296492;1119.55;5289.4;341.372;0.845081;0.000761336;0.00653246;0.00184676;252.798;1156.61;43.7993;0.00413927;0.00109049;0.000632465;0.0362341;10.5251;48.8946;0.00337501;0.000930753;0.000540702;0.0292744;10.5251;3.50977
0.478906;0.210932;1.97439;0.056626;434.543;22.7852;47.5777;0.509636;1.15223;3.01311;0.0660743;13.039;1040.55;2041.76;0.0855895;1.87732;3.41106;0.568218;0.107996;0.0161912;0.00884974;0.0638987;558.309;78.9471;4.78482;0.0600204;0.248323;549.937;16813.4;0.101809;1.89309;0.377901;0.0117283;443.448;13.8028;0.0434258;0.060502;0.00909315;9.88E-05;9.52107;2.16101;0.0443868;0.058367;0.00947723;0.000101638;9.52107;259.11;5.23772;6.74017;19.9037;0.0437875;0.0988705;0.154493;0.457624;0.0126106;3.28782;944.052;384.058;937.114;0.000804109;0.563889;0.228909;0.423807;3.72673;148.138;1.64603;369.083;1.03509;92.4338;0.810504;311281;857.126;0.137607;0.10666;0.0970935;9.52491;172.848;0.0912552;860.66;0.14639;0.10726;0.105931;9.00418;1721.27;677.824;16.6477;10.4005;0.771251;0.0763321;0.967564;0.0343508;1871.06;0.166562;0.149514;0.152643;225.697;0.416404;0.122966;0.111597;0.391313;1679.69;1162;3485.67;0.00645328;1.58226;0.212841;0.221464;2664.76;1228.64;21175.6;0.0508773;0.047677;31.6897;0.0555134;17227.3;0.179333;0.0550501;5.59229;0.0528017;4.34182;4.0815;1.59456;56.6077;4.41176;3.96319;1.33027;56.6077;9120.32;0.946659;0.485176;0.112629;15.6995;0.310524;45.5955;952.629;2.75215;2.3222;216.97;0.0125627;0.284902;0.314309;0.483198;0.399129;3.806;404.63;0.0490582;1.22058;0.223493;1424.78;5317.81;467.533;0.140225;0.00077917;0.0072771;0.00338359;239.384;126.456;40.5133;0.00377794;0.00105564;0.000677712;0.0311173;11.2279;42.5315;0.00286174;0.000923566;0.000527965;0.0297552;11.2279;2.46334
0.481171;0.098873;4.22449;0.36396;109.841;1999.48;4155.45;0.479331;0.0149816;2.41953;0.170181;0.0015574;745.841;1556;0.0710565;1.78448;4.06292;0.625627;0.14314;0.0144079;0.00908672;0.0588475;551.091;53.8663;4.23069;0.073793;0.243663;556.983;15462.5;0.124871;2.01175;0.379688;0.0114379;449.128;7.47219;0.0457935;0.0553845;0.00976306;0.000107523;7.43836;9.33747;0.0371983;0.0564717;0.00933567;8.09E-05;7.43836;235.36;3.70424;6.68524;15.5584;0.0351743;0.122747;0.169334;0.49203;0.022395;0.755797;394.358;373.642;16971.2;0.000832825;0.555116;0.211074;0.42391;3.12862;183.308;1.71437;374.578;1.02685;109.966;0.793927;220627;706.521;0.110751;0.141048;0.102054;13.8831;151.694;0.0868537;761.967;0.121543;0.112624;0.0855233;16.2924;1594.85;959.899;16.1164;8.39146;1.58724;0.0651845;1.04062;0.0385304;1740.67;0.159117;0.165276;0.14447;190.075;0.514915;0.13177;0.114711;0.364937;2026.13;1249.35;3244.56;0.00339055;1.71431;0.199839;0.270288;2618.23;1212.11;17300.1;0.138995;0.0469255;26.4164;0.0538173;19905.7;0.0428992;0.046293;4.66172;0.0558716;5.17073;4.40252;1.23894;68.4413;4.95387;3.7766;1.31073;68.4413;13481.8;0.922054;0.667404;0.120392;14.2928;0.42429;77.4678;1238.89;2.57243;1.87721;223.995;0.00912135;0.214436;0.210827;0.555585;0.457296;8.2939;1086.13;0.0447818;1.09483;0.293476;1048.74;6277.57;445.078;0.00385628;0.000772758;0.0066677;0.000557406;270.928;23.4551;30.3822;0.00423046;0.0010926;0.00074115;0.0267936;10.4903;43.4791;0.00387742;0.000891376;0.000794062;0.0320685;10.4903;2.777
